City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Cody,44.5263,-109.0565,66.65,52,0,3.44,US,1658642701
Westport,41.1415,-73.3579,79.18,87,0,4.61,US,1658642838
Khatanga,71.9667,102.5,80.87,38,29,11.41,RU,1658642936
Ponta Delgada,37.7333,-25.6667,74.5,88,75,2.3,PT,1658642937
Saint George,37.1041,-113.5841,89.64,33,0,12.66,US,1658642937
Daru,-9.0763,143.2092,77.74,87,94,15.57,PG,1658642937
Arraial do Cabo,-22.9661,-42.0278,70.54,86,10,22.68,BR,1658642938
Yerbogachën,61.2767,108.0108,78.33,52,73,8.99,RU,1658642938
La Palma,33.8464,-118.0467,72.41,85,75,4.61,US,1658642938
Port Hardy,50.6996,-127.4199,55.36,89,40,10.78,CA,1658642939
Dikson,73.5069,80.5464,49.5,71,100,15.7,RU,1658642939
El Campo,29.1966,-96.2697,82.78,94,0,0.0,US,1658642939
Wawa,9.9022,4.4192,71.15,95,100,4.92,NG,1658642940
Avarua,-21.2078,-159.775,69.85,60,40,4.61,CK,1658642940
Caravelas,-17.7125,-39.2481,68.59,78,21,3.67,BR,1658642940
Isla Mujeres,21.2311,-86.731,81.75,84,98,10.71,MX,1658642941
Stephenville,32.2207,-98.2023,86.81,47,40,6.91,US,1658642941
Daugavpils,55.8833,26.5333,59.88,98,100,2.15,LV,1658642941
Peace River,56.2501,-117.286,62.49,67,100,3.33,CA,1658642941
Thompson,55.7435,-97.8558,53.15,68,100,5.68,CA,1658642942
Sunrise Manor,36.2111,-115.0731,92.3,27,70,5.75,US,1658642942
Corrente,-3.7367,-43.3394,75.72,78,98,2.66,BR,1658642942
Nuuk,64.1835,-51.7216,45.21,93,100,11.5,GL,1658642943
Wagga Wagga,-35.1167,147.3667,63.84,65,84,0.67,AU,1658642943
Konče,41.4958,22.385,80.91,24,1,4.68,MK,1658642943
Upata,8.0086,-62.3989,74.19,98,54,3.85,VE,1658642944
Jimaní,18.4917,-71.8502,78.69,81,81,0.92,DO,1658642944
Lebyazh'ye,55.2689,66.4947,70.81,51,62,8.48,RU,1658642944
Olafsvik,64.8945,-23.7142,51.93,79,74,5.55,IS,1658642945
Mtwara,-10.2667,40.1833,74.37,70,42,7.43,TZ,1658642945
Santa Maria,-29.6842,-53.8069,66.0,90,100,4.41,BR,1658642913
Faanui,-16.4833,-151.75,79.27,74,9,12.77,PF,1658642945
Kitimat,54.0524,-128.6534,63.91,51,100,4.14,CA,1658642946
Mutum,-19.8,-41.4383,60.76,95,4,1.88,BR,1658642946
Srednekolymsk,67.45,153.6833,74.1,24,6,11.65,RU,1658642947
Yangshe,31.8899,120.6052,91.99,57,6,5.06,CN,1658642947
Dali,25.7,100.1833,73.89,70,85,2.33,CN,1658642947
Merritt,50.1123,-120.7942,63.81,60,14,1.28,CA,1658642948
Yudong,29.385,106.5194,91.35,59,92,0.89,CN,1658642948
Doka,13.5167,35.7667,71.28,90,100,11.83,SD,1658642948
Buta,2.7858,24.73,70.61,96,94,0.83,CD,1658642949
Necochea,-38.5473,-58.7368,50.05,92,99,7.4,AR,1658642949
Nanortalik,60.1432,-45.2371,43.95,90,100,7.45,GL,1658642949
Severo-Kuril'sk,50.6789,156.125,56.12,91,99,4.65,RU,1658642950
Talnakh,69.4865,88.3972,72.86,51,100,3.15,RU,1658642950
Duvan,55.695,57.9024,75.02,56,31,2.46,RU,1658642950
Kamiiso,41.8167,140.65,75.13,70,98,7.49,JP,1658642951
Yining,29.0361,114.5636,93.74,57,92,3.96,CN,1658642951
Greenfield,42.9614,-88.0126,70.11,92,100,14.97,US,1658642951
San Antonio,29.4241,-98.4936,83.25,72,0,17.27,US,1658642840
Bathsheba,13.2167,-59.5167,81.21,87,20,17.27,BB,1658642952
Avera,33.194,-82.5271,77.05,75,2,5.17,US,1658642952
Saint Paul Harbor,57.79,-152.4072,51.31,100,100,20.71,US,1658642952
Port Hedland,-20.3167,118.5667,80.65,24,0,9.22,AU,1658642953
Nakhon Sawan,15.7,100.0833,88.92,62,99,4.34,TH,1658642953
Kugul'ta,45.3636,42.3889,66.78,55,23,15.77,RU,1658642953
Ilulissat,69.2167,-51.1,38.79,98,100,2.48,GL,1658642954
Nantucket,41.2835,-70.0995,77.05,77,100,4.61,US,1658642686
Ketchikan,55.3422,-131.6461,57.67,88,100,9.22,US,1658642954
Camaná,-16.6228,-72.7111,58.95,88,64,6.69,PE,1658642954
Micheweni,-4.9667,39.8333,77.43,69,40,14.14,TZ,1658642955
Longyearbyen,78.2186,15.6401,46.24,93,75,8.05,SJ,1658642955
Yashkino,55.8736,85.4265,59.61,85,100,7.58,RU,1658642955
Hope,33.6671,-93.5916,84.25,65,9,6.06,US,1658642956
Ust-Maya,60.4167,134.5333,82.4,35,5,7.07,RU,1658642956
Serebryansk,49.6925,83.2892,74.17,44,87,1.63,KZ,1658642956
Masuguru,-11.3667,38.4167,73.42,65,15,4.99,TZ,1658642957
Turukhansk,65.8167,87.9833,59.07,97,100,10.96,RU,1658642957
El Alto,-4.2714,-81.2147,63.81,79,32,14.56,PE,1658642957
Kulhudhuffushi,6.6221,73.07,81.59,75,41,12.77,MV,1658642958
Juneau,58.3019,-134.4197,55.22,98,100,11.5,US,1658642830
Palauig,15.435,119.9045,86.23,74,95,4.88,PH,1658642958
Bonavista,48.6499,-53.1147,62.19,92,3,10.33,CA,1658642958
Flinders,-34.5833,150.8552,66.18,70,13,3.0,AU,1658642959
Sterling,39.0062,-77.4286,75.78,89,100,4.61,US,1658642831
Ternate,0.8,127.4,84.04,73,27,10.11,ID,1658642936
Yeppoon,-23.1333,150.7333,73.18,75,0,7.61,AU,1658642959
Marfino,55.7028,37.3822,77.34,52,0,4.47,RU,1658642960
Hobyo,5.3505,48.5268,80.58,65,69,24.7,SO,1658642960
Saldanha,-33.0117,17.9442,47.52,73,0,9.66,ZA,1658642960
São João da Barra,-21.6403,-41.0511,70.59,85,2,12.97,BR,1658642961
Saint-Pierre,-21.3393,55.4781,71.51,71,64,7.94,RE,1658642961
Neuquén,-38.9516,-68.0591,51.91,60,100,5.01,AR,1658642908
Biltine,14.5333,20.9167,82.2,62,13,7.02,TD,1658642961
Larap,14.299,122.6504,87.58,67,100,6.87,PH,1658642962
Vestmanna,62.1564,-7.1664,50.92,71,75,2.3,FO,1658642962
Muros,42.7762,-9.0603,59.09,89,4,4.23,ES,1658642962
Sørland,67.667,12.6934,53.46,74,89,9.1,NO,1658642963
Mount Isa,-20.7333,139.5,80.4,25,0,7.94,AU,1658642963
Saint-Orens-de-Gameville,43.554,1.5341,71.24,88,0,3.44,FR,1658642963
Masindi,1.6744,31.715,69.37,72,87,1.92,UG,1658642964
Cockburn Town,21.4612,-71.1419,81.21,77,32,20.83,TC,1658642964
Husavik,66.0449,-17.3389,46.29,92,100,1.61,IS,1658642964
San Patricio,28.017,-97.5169,84.83,80,23,14.29,US,1658642965
Townsville,-19.25,146.8,72.48,64,44,12.66,AU,1658642965
Conceição do Araguaia,-8.2578,-49.2647,70.88,51,18,2.77,BR,1658642965
Isangel,-19.55,169.2667,78.37,84,3,7.38,VU,1658642966
Riyadh,24.6877,46.7219,104.14,14,88,10.49,SA,1658642928
Porbandar,21.6422,69.6093,82.0,80,100,19.51,IN,1658642966
Chara,56.9064,118.2631,82.11,40,41,10.16,RU,1658642966
Svobodnyy,51.4,128.1333,82.54,45,36,3.42,RU,1658642967
Kruisfontein,-34.0033,24.7314,48.88,86,83,9.98,ZA,1658642967
Ladário,-19.0047,-57.6017,70.88,49,84,1.57,BR,1658642967
Codrington,-38.2667,141.9667,61.74,72,41,9.42,AU,1658642968
Umluj,25.0213,37.2685,88.29,57,74,11.88,SA,1658642968
Longyan,25.1072,117.0225,99.36,31,0,5.01,CN,1658642968
Nevel',56.0209,29.9284,68.0,78,65,4.85,RU,1658642969
Garoowe,8.4054,48.4845,81.18,48,71,31.41,SO,1658642969
Corner Brook,48.9667,-57.9484,60.64,91,0,4.32,CA,1658642751
Ahipara,-35.1667,173.1667,57.22,92,100,21.83,NZ,1658642969
Saint-Philippe,-21.3585,55.7679,75.22,80,69,10.94,RE,1658642970
Velikodvorskiy,55.25,40.6678,76.37,57,20,4.14,RU,1658642970
Brae,60.3964,-1.353,54.36,96,100,23.69,GB,1658642970
Sinnamary,5.3833,-52.95,77.11,87,96,7.45,GF,1658642971
Tartous,34.889,35.8866,84.42,54,0,6.13,SY,1658642971
Uruaçu,-14.5247,-49.1408,67.03,50,6,4.27,BR,1658642971
Kanlagay,5.8757,121.2915,83.05,76,41,6.46,PH,1658642972
Aras,42.5617,-2.356,59.41,82,0,0.0,ES,1658642972
Malakal,9.5334,31.6605,71.8,93,100,3.91,SS,1658642972
Vila Velha,-20.3297,-40.2925,67.95,91,0,0.0,BR,1658642973
Zhezkazgan,47.8043,67.7144,85.98,20,0,11.18,KZ,1658642973
Okato,-39.2,173.8833,49.68,73,100,8.9,NZ,1658642973
Il’inskiy,55.619,38.1182,77.38,62,0,4.0,RU,1658642974
Yulara,-25.2406,130.9889,82.24,18,0,21.85,AU,1658642974
Bedelē,8.456,36.353,58.5,94,100,2.53,ET,1658642974
Livramento,-3.0254,-60.1803,79.47,94,0,2.3,BR,1658642975
Jacareacanga,-6.2222,-57.7528,68.2,61,7,0.98,BR,1658642975
Ambilobe,-13.2,49.05,78.67,46,9,6.06,MG,1658642975
Tuatapere,-46.1333,167.6833,43.21,92,26,2.33,NZ,1658642976
Olivenza,38.6832,-7.103,66.31,33,9,0.49,ES,1658642976
Øksfjord,70.2396,22.3479,52.0,84,100,7.45,NO,1658642976
Yellowknife,62.456,-114.3525,62.56,72,51,8.01,CA,1658642714
Shimoda,34.6667,138.95,90.1,70,93,10.54,JP,1658642977
Ostrovnoy,68.0531,39.5131,51.53,90,100,9.93,RU,1658642977
Borogontsy,62.6683,131.1683,83.25,37,2,4.74,RU,1658642977
Yakovlevskoye,55.4419,37.9506,77.7,59,0,7.0,RU,1658642978
Upernavik,72.7868,-56.1549,41.99,96,100,2.37,GL,1658642978
Blackfoot,43.1905,-112.345,72.77,15,1,2.1,US,1658642978
Touros,-5.1989,-35.4608,73.29,91,78,13.8,BR,1658642979
Padre Paraíso,-17.0742,-41.4844,55.02,99,17,2.53,BR,1658642979
Barrow,71.2906,-156.7887,37.42,87,100,9.22,US,1658642979
Santa Fe,-31.6333,-60.7,66.99,92,1,3.0,AR,1658642768
Algiers,36.7525,3.042,71.42,88,20,2.3,DZ,1658642980
Ixtapa,20.7,-105.2,80.22,94,40,4.61,MX,1658642980
Ballina,-28.8667,153.5667,63.01,82,33,12.03,AU,1658642980
Santa Vitória,-18.8386,-50.1214,67.01,46,79,4.29,BR,1658642980
Japura,-0.3167,102.35,87.62,66,95,1.19,ID,1658642981
Ponta do Sol,32.6667,-17.1,72.23,66,5,3.04,PT,1658642981
Gediz,39.0417,29.41,72.28,25,0,7.56,TR,1658642981
Constitución,-35.3333,-72.4167,53.19,90,100,4.38,CL,1658642982
Vanavara,60.34,102.2797,73.96,47,66,8.43,RU,1658642982
Visnes,59.3556,5.2242,56.82,76,75,16.11,NO,1658642982
São Filipe,14.8961,-24.4956,76.98,86,100,2.01,CV,1658642983
Channagiri,14.0333,75.9333,77.56,68,89,16.4,IN,1658642983
Darnah,32.767,22.6367,80.06,70,0,19.24,LY,1658642983
Creel,27.75,-107.6333,56.97,90,99,3.76,MX,1658642984
Belyy Yar,53.6039,91.3903,75.85,53,0,6.71,RU,1658642984
Nador,35.174,-2.9287,75.45,83,75,0.0,MA,1658642984
Nikki,9.9401,3.2108,69.31,98,100,3.51,BJ,1658642985
Atherton,53.5237,-2.4935,66.42,86,98,8.72,GB,1658642985
San Jose,37.3394,-121.895,63.91,79,20,3.0,US,1658642822
Wucheng,29.6008,118.175,94.55,51,19,8.05,CN,1658642985
Zaysan,47.4667,84.8667,84.9,19,13,10.56,KZ,1658642986
Zliten,32.4674,14.5687,81.63,59,0,3.71,LY,1658642986
Moerai,-22.4333,-151.3333,70.7,82,88,16.98,PF,1658642986
Verkhoyansk,67.5447,133.385,65.03,76,100,4.09,RU,1658642986
Muli,2.9167,73.5667,82.69,72,94,11.23,MV,1658642987
Haines Junction,60.7522,-137.5108,47.14,74,70,5.01,CA,1658642987
Avilés,43.5547,-5.9248,66.38,91,0,3.44,ES,1658642987
Pemangkat,1.1667,108.9667,83.16,75,84,6.38,ID,1658642988
Igarka,67.4667,86.5833,60.15,94,100,14.45,RU,1658642988
San Luis,-33.295,-66.3356,56.8,73,10,4.92,AR,1658642988
Sand Springs,36.1398,-96.1089,88.38,51,0,10.36,US,1658642989
Kapit,2.0167,112.9333,85.26,80,98,2.04,MY,1658642989
Umm Kaddadah,13.6017,26.6876,83.35,58,93,13.89,SD,1658642989
Harper,4.375,-7.7169,74.77,76,97,5.86,LR,1658642990
Al Bardīyah,31.7561,25.0865,79.97,61,0,14.07,LY,1658642990
El Bagre,7.5927,-74.8086,71.58,99,57,1.19,CO,1658642990
Nemuro,43.3236,145.575,63.23,90,82,3.96,JP,1658642991
Tarko-Sale,64.9225,77.785,60.98,75,100,4.36,RU,1658642991
Hamilton,39.1834,-84.5333,79.99,83,0,11.5,US,1658642991
Salalah,17.0151,54.0924,77.7,85,94,11.54,OM,1658642697
Jadu,31.953,12.0261,71.92,42,0,9.06,LY,1658642992
Tacna,-18.0056,-70.2483,54.5,85,33,1.03,PE,1658642992
Wahpeton,46.2652,-96.6059,60.57,90,16,6.55,US,1658642992
Dunedin,-45.8742,170.5036,44.8,78,1,1.99,NZ,1658642993
Bethel,41.3712,-73.414,76.62,83,0,0.0,US,1658642993
Ucluelet,48.9329,-125.5528,57.09,89,21,2.91,CA,1658642993
Guerrero Negro,27.9769,-114.0611,67.41,80,92,13.8,MX,1658642855
Hermiston,45.8404,-119.2895,72.63,34,0,5.19,US,1658642913
Tabou,4.423,-7.3528,74.71,78,99,5.77,CI,1658642994
Ranong,9.9658,98.6348,84.25,74,82,4.18,TH,1658642994
Tahoua,14.8888,5.2692,80.55,69,97,9.62,NE,1658642995
Pudem,58.3044,52.1675,77.02,60,20,4.29,RU,1658642995
Santa Cruz de la Sierra,-17.8,-63.1667,71.06,88,75,6.91,BO,1658642995
Olean,42.0776,-78.4297,61.14,97,38,4.59,US,1658642710
Kangaatsiaq,68.3065,-53.4641,40.55,95,100,0.6,GL,1658642996
Grand-Lahou,5.1367,-5.0242,74.93,80,91,6.93,CI,1658642996
Imbituba,-28.24,-48.6703,63.64,94,100,9.51,BR,1658642883
Menongue,-14.6585,17.691,53.92,51,0,4.34,AO,1658642997
Pevek,69.7008,170.3133,38.3,80,93,8.9,RU,1658642997
Mweka,-4.85,21.5667,72.25,70,65,0.94,CD,1658642997
Nalvo,16.8096,120.5108,85.69,72,66,5.79,PH,1658642998
Nizhniy Kuranakh,58.8353,125.4869,90.01,37,36,1.92,RU,1658642998
Tezu,27.9167,96.1667,86.63,73,95,4.52,IN,1658642814
Quryq,43.2,51.65,75.67,59,98,12.75,KZ,1658642998
Eyl,7.9803,49.8164,83.86,52,28,30.33,SO,1658642999
Solnechnyy,50.7214,136.6319,77.54,54,91,3.71,RU,1658642999
Marsh Harbour,26.5412,-77.0636,81.66,74,45,10.8,BS,1658642728
Sfântu Gheorghe,45.8667,25.7833,78.4,37,21,1.68,RO,1658642999
Kahului,20.8947,-156.47,78.82,70,40,16.11,US,1658643000
Valverde del Camino,37.5751,-6.7543,71.02,20,8,3.69,ES,1658643000
Carluke,55.736,-3.8302,60.71,92,98,1.01,GB,1658643000
Bar Harbor,44.3876,-68.2039,69.91,79,0,0.0,US,1658642821
Raudeberg,61.9875,5.1352,56.07,83,100,1.3,NO,1658643001
Esim,4.8699,-2.2405,73.76,84,49,5.19,GH,1658643001
Nikolskoye,59.7035,30.7861,69.87,86,98,5.32,RU,1658643003
